,ID,eventSec,matchPeriod,subEventName,startingX,startingY,finishingX,finishingY,playerFirstName,role_x,playerName,recipientFirstName,role_y,recipientName,clubName,countryName,dateutc,groupName,label,Tag_1_Description,Tag_2_Description,Tag_3_Description,Tag_4_Description,Tag_5_Description,Tag_6_Description
88750,22077.0,901.013457,1H,Smart pass,90.0,69.0,88.0,60.0,Olivier,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Giroud,Kylian,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Mbapp\u00e9,Chelsea FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Through,Accurate,,,,
99496,22089.0,925.5596619999999,1H,Air duel,89.0,61.0,84.0,62.0,Olivier,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Giroud,,,,Chelsea FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Key pass,Won,Accurate,,,
57294,22110.0,1007.3853429999999,1H,Smart pass,60.0,89.0,83.0,72.0,Christian Guillermo Mart\u00edn,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",C. Ramos,,,,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Not accurate,,,,,
57387,22371.0,1937.035441,1H,Smart pass,68.0,80.0,74.0,78.0,Paul,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Pogba,,,,Manchester United FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Not accurate,,,,,
99536,22397.0,1977.211491,1H,High pass,69.0,31.0,88.0,43.0,Paul,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Pogba,Kylian,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Mbapp\u00e9,Manchester United FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Key pass,Through,Accurate,,,
99537,22414.0,2022.3540699999999,1H,Smart pass,77.0,34.0,91.0,27.0,Paul,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Pogba,Olivier,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Giroud,Manchester United FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Key pass,Through,Accurate,,,
73858,22429.0,2127.805945,1H,Smart pass,70.0,27.0,87.0,23.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,,,,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Through,Not accurate,,,,
57323,22467.0,2224.033864,1H,Smart pass,70.0,22.0,73.0,23.0,Miguel \u00c1ngel,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Trauco,,,,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Not accurate,,,,,
5829,22507.0,2332.421285,1H,Smart pass,39.0,74.0,74.0,90.0,Paul,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Pogba,Kylian,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Mbapp\u00e9,Manchester United FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Accurate,,,,,
73864,22509.0,2336.740646,1H,Smart pass,75.0,66.0,88.0,36.0,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,,,,Club Atl\u00e9tico de Madrid,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Through,Not accurate,,,,
89463,22571.0,2548.025668,1H,Simple pass,80.0,47.0,90.0,28.0,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,Lucas ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Hern\u00e1ndez,Club Atl\u00e9tico de Madrid,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Key pass,Accurate,,,,
5695,22587.0,2602.438108,1H,Smart pass,70.0,59.0,98.0,72.0,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,Kylian,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Mbapp\u00e9,Club Atl\u00e9tico de Madrid,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Accurate,,,,,
57369,22641.0,2742.123625,1H,Smart pass,89.0,26.0,96.0,5.0,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,Club Atl\u00e9tico de Madrid,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Not accurate,,,,,
99522,22663.0,2818.395567,1H,Smart pass,60.0,6.0,80.0,30.0,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,Olivier,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Giroud,Club Atl\u00e9tico de Madrid,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Counter attack,Through,Accurate,,,
73861,22716.0,280.6166360000002,2H,Smart pass,63.0,3.0,70.0,5.0,Miguel \u00c1ngel,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Trauco,,,,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Through,Not accurate,,,,
88747,22837.0,738.7401499999996,2H,Smart pass,57.0,93.0,91.0,84.0,Pedro Jes\u00fas,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Aquino,Andr\u00e9 Mart\u00edn,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Carrillo,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Through,Accurate,,,,
5239,22892.0,895.5088269999997,2H,Smart pass,69.0,62.0,93.0,85.0,Christian Guillermo Mart\u00edn,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",C. Ramos,Luis Jan Piers,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Adv\u00edncula,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Accurate,,,,,
5337,22902.0,919.6635640000004,2H,Smart pass,76.0,3.0,97.0,24.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,Jefferson Agustin,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Farf\u00e1n,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Accurate,,,,,
94547,22999.0,1187.813145,2H,Smart pass,40.0,34.0,61.0,64.0,Paul,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Pogba,,,,Manchester United FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Counter attack,Through,Not accurate,,,
57371,23049.0,1304.7554630000004,2H,Smart pass,35.0,13.0,49.0,62.0,Blaise,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",B. Matuidi,,,,Juventus FC,France,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Not accurate,,,,,
57305,23156.0,1661.347296,2H,Smart pass,68.0,80.0,72.0,74.0,Andr\u00e9 Mart\u00edn,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Carrillo,,,,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Not accurate,,,,,
88745,23172.0,1701.4469870000003,2H,Smart pass,78.0,36.0,95.0,74.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,Andr\u00e9 Mart\u00edn,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Carrillo,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Through,Accurate,,,,
101628,23173.0,1703.9858029999996,2H,Cross,95.0,74.0,99.0,29.0,Andr\u00e9 Mart\u00edn,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Carrillo,Jefferson Agustin,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Farf\u00e1n,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Key pass,Right foot,High,Accurate,,
57306,23219.0,1919.698354,2H,Smart pass,68.0,85.0,19.0,16.0,Andr\u00e9 Mart\u00edn,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Carrillo,,,,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Not accurate,,,,,
73859,23240.0,1992.8154450000002,2H,Smart pass,37.0,15.0,64.0,29.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,Jos\u00e9 Paolo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Guerrero,,Peru,2018-06-21 15:00:00,Group C,"France - Peru, 1 - 0",Through,Not accurate,,,,
101679,23470.0,99.51446099999998,1H,Cross,89.0,10.0,91.0,54.0,Pione,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Sisto,,,,Real Club Celta de Vigo,Denmark,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,Right foot,High,Accurate,,
95147,23531.0,285.12393399999996,1H,Corner,100.0,100.0,89.0,52.0,Aaron,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Mooy,,,,Huddersfield Town FC,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,High,Accurate,,,
89574,23550.0,366.843066,1H,Simple pass,88.0,38.0,87.0,44.0,Nicolai,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. J\u00f8rgensen,Christian ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Eriksen,,Denmark,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Assist,Accurate,,,,
74408,23750.0,1111.203093,1H,Smart pass,72.0,18.0,94.0,31.0,Tom,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Rogi\u0107,,,,,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Through,Not accurate,,,,
101681,23822.0,1415.920445,1H,Cross,91.0,89.0,90.0,51.0,Henrik,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Dalsgaard,,,,,Denmark,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,Right foot,High,Accurate,,
99633,23971.0,1793.124276,1H,Cross,90.0,79.0,88.0,56.0,Mathew,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Leckie,Robbie,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Kruse,Hertha BSC,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,Right foot,Accurate,,,
95148,24060.0,2113.430404,1H,Corner,100.0,100.0,87.0,55.0,Aaron,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Mooy,Mathew,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Leckie,Huddersfield Town FC,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,High,Accurate,,,
101680,24111.0,2523.774884,1H,Cross,82.0,90.0,90.0,37.0,Christian ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Eriksen,,,,Tottenham Hotspur FC,Denmark,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,Right foot,High,Accurate,,
89557,24302.0,344.036419,2H,Simple pass,88.0,59.0,88.0,49.0,Nicolai,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. J\u00f8rgensen,Pione,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Sisto,,Denmark,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,Accurate,,,,
48692,24355.0,540.0147529999999,2H,Smart pass,72.0,88.0,90.0,81.0,Aaron,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Mooy,Robbie,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Kruse,Huddersfield Town FC,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Accurate,,,,,
63261,24505.0,1020.7237359999999,2H,Smart pass,66.0,96.0,67.0,79.0,Mathew,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Leckie,,,,Hertha BSC,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Not accurate,,,,,
74413,24516.0,1041.1152359999996,2H,Smart pass,36.0,86.0,74.0,73.0,Christian ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Eriksen,,,,Tottenham Hotspur FC,Denmark,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Through,Not accurate,,,,
73687,24721.0,1874.390743,2H,Smart pass,37.0,76.0,40.0,64.0,Lasse,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",L. Sch\u00f6ne,,,,,Denmark,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Interception,Not accurate,,,,
101678,24775.0,2024.529987,2H,Cross,74.0,15.0,90.0,57.0,Daniel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Arzani,Mathew,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Leckie,,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,Right foot,High,Accurate,,
49070,24803.0,2124.4643880000003,2H,Smart pass,74.0,55.0,97.0,87.0,Tom,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Rogi\u0107,Daniel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Arzani,,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Accurate,,,,,
101613,24933.0,2570.190517,2H,Cross,87.0,10.0,88.0,46.0,Jackson,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Irvine,Mathew,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Leckie,,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Key pass,Left foot,High,Accurate,,
74407,24981.0,2734.552076,2H,Smart pass,63.0,34.0,78.0,29.0,Mile,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Jedinak,,,,,Australia,2018-06-21 12:00:00,Group C,"Denmark - Australia, 1 - 1",Through,Not accurate,,,,
95120,25308.0,945.420474,1H,Corner,100.0,0.0,93.0,54.0,Thomas,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Lemar,Rapha\u00ebl,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Varane,Club Atl\u00e9tico de Madrid,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Key pass,High,Accurate,,,
88895,25363.0,1089.808587,1H,Smart pass,76.0,98.0,96.0,71.0,Djibril,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Sidib\u00e9,,,,AS Monaco FC,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Accurate,,,,
34543,25489.0,1500.167409,1H,Smart pass,68.0,77.0,93.0,18.0,Ousmane,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Demb\u00e9l\u00e9,Lucas ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Hern\u00e1ndez,FC Barcelona,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Accurate,,,,,
88898,25525.0,1727.214003,1H,Smart pass,84.0,5.0,89.0,56.0,Andreas Evald,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Cornelius,,,,Atalanta Bergamasca Calcio,Denmark,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Accurate,,,,
88897,25539.0,1757.6856480000001,1H,Smart pass,79.0,60.0,87.0,64.0,Thomas,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Lemar,Olivier,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Giroud,Club Atl\u00e9tico de Madrid,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Accurate,,,,
74216,25644.0,2123.706199,1H,Smart pass,77.0,47.0,88.0,43.0,Olivier,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Giroud,,,,Chelsea FC,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Not accurate,,,,
89525,25718.0,2328.910658,1H,Simple pass,68.0,75.0,83.0,75.0,Ousmane,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Demb\u00e9l\u00e9,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,FC Barcelona,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Key pass,Accurate,,,,
88896,25745.0,2414.490525,1H,Smart pass,49.0,99.0,97.0,75.0,Djibril,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Sidib\u00e9,Ousmane,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Demb\u00e9l\u00e9,AS Monaco FC,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Accurate,,,,
74213,25834.0,2748.766415,1H,Smart pass,81.0,26.0,87.0,38.0,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,,,,Club Atl\u00e9tico de Madrid,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Not accurate,,,,
74214,25935.0,324.5142729999998,2H,Smart pass,75.0,58.0,86.0,68.0,Antoine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Griezmann,,,,Club Atl\u00e9tico de Madrid,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Not accurate,,,,
74222,26241.0,1596.6700389999996,2H,Smart pass,80.0,29.0,88.0,37.0,Christian ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Eriksen,,,,Tottenham Hotspur FC,Denmark,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Not accurate,,,,
101602,26280.0,1711.0588699999998,2H,Cross,80.0,3.0,87.0,40.0,Benjamin,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. Mendy,,,,Manchester City FC,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Key pass,Left foot,High,Accurate,,
74212,26430.0,2268.5248030000002,2H,Smart pass,80.0,62.0,85.0,69.0,Kylian,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Mbapp\u00e9,,,,Paris Saint-Germain FC,France,2018-06-26 14:00:00,Group C,"Denmark - France, 0 - 0",Through,Not accurate,,,,
6769,26737.0,370.58468400000004,1H,Smart pass,69.0,78.0,94.0,68.0,Tom,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Rogi\u0107,Tomi,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",T. Juri\u0107,,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Accurate,,,,,
57417,26942.0,992.661924,1H,Smart pass,86.0,2.0,85.0,13.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,,,,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Not accurate,,,,,
101685,26957.0,1031.34547,1H,Cross,90.0,26.0,87.0,67.0,Jos\u00e9 Paolo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Guerrero,Andr\u00e9 Mart\u00edn,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Carrillo,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Assist,Right foot,High,Accurate,,
95069,27062.0,1444.605485,1H,Free kick cross,68.0,42.0,91.0,47.0,V\u00edctor Yoshimar,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Yot\u00fan,Jos\u00e9 Paolo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Guerrero,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Key pass,High,Accurate,,,
57419,27079.0,1504.307408,1H,Smart pass,66.0,64.0,72.0,54.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,,,,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Not accurate,,,,,
73877,27081.0,1509.533458,1H,Smart pass,52.0,47.0,85.0,44.0,Tomi,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",T. Juri\u0107,,,,,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Through,Not accurate,,,,
6661,27150.0,1736.805569,1H,Smart pass,69.0,95.0,90.0,87.0,Josh,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Risdon,Mathew,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Leckie,,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Accurate,,,,,
73876,27228.0,2021.2439760000002,1H,Smart pass,69.0,43.0,81.0,28.0,Tom,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Rogi\u0107,,,,,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Through,Not accurate,,,,
95072,27236.0,2080.382117,1H,Corner,100.0,0.0,95.0,60.0,Aaron,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Mooy,Mile,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Jedinak,Huddersfield Town FC,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Key pass,High,Accurate,,,
95070,27309.0,2378.67108,1H,Free kick cross,89.0,85.0,94.0,43.0,Aaron,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Mooy,Trent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Sainsbury,Huddersfield Town FC,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Key pass,High,Accurate,,,
6078,27334.0,2446.459996,1H,Smart pass,73.0,80.0,88.0,91.0,\u00c9dison Michael,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00c9. Flores,,,,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Accurate,,,,,
57439,27387.0,2635.354946,1H,Smart pass,54.0,32.0,63.0,32.0,V\u00edctor Yoshimar,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Yot\u00fan,,,,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Not accurate,,,,,
89560,27506.0,246.66956100000016,2H,Smart pass,86.0,31.0,90.0,42.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,,,,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Assist,Accurate,,,,
95073,27533.0,380.446238,2H,Corner,100.0,0.0,89.0,60.0,Aaron,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Mooy,Mile,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Jedinak,Huddersfield Town FC,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Key pass,High,Accurate,,,
95071,27574.0,622.9806010000002,2H,Corner,100.0,100.0,88.0,58.0,Aaron,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Mooy,Trent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Sainsbury,Huddersfield Town FC,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Key pass,High,Accurate,,,
88751,27699.0,1131.8522130000001,2H,Smart pass,43.0,18.0,70.0,32.0,Miguel \u00c1ngel,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Trauco,,,,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Through,Accurate,,,,
6663,27723.0,1181.146009,2H,Smart pass,61.0,93.0,71.0,94.0,Josh,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Risdon,Mathew,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Leckie,,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Accurate,,,,,
6043,27867.0,1688.0685789999998,2H,Smart pass,92.0,96.0,98.0,68.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,Luis Jan Piers,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Adv\u00edncula,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Accurate,,,,,
73875,27964.0,2067.3085899999996,2H,Smart pass,70.0,82.0,78.0,80.0,Josh,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Risdon,,,,,Australia,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Through,Not accurate,,,,
73874,27978.0,2105.0497240000004,2H,Smart pass,61.0,93.0,75.0,46.0,Christopher Paolo C\u00e9sar,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Hurtado,Jos\u00e9 Paolo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Guerrero,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Through,Not accurate,,,,
87954,28063.0,2391.8395389999996,2H,Smart pass,23.0,64.0,39.0,30.0,Luis Jan Piers,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Adv\u00edncula,Jos\u00e9 Paolo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Guerrero,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Counter attack,Accurate,,,,
6044,28163.0,2698.9046559999997,2H,Smart pass,91.0,98.0,93.0,77.0,Christian Alberto,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Cueva,Luis Jan Piers,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Adv\u00edncula,,Peru,2018-06-26 14:00:00,Group C,"Australia - Peru, 0 - 2",Accurate,,,,,
89475,28372.0,470.40118099999995,1H,Free kick cross,70.0,83.0,87.0,47.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,Nicol\u00e1s,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",N. Tagliafico,FC Barcelona,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Key pass,Accurate,,,,
99543,28375.0,504.837681,1H,High pass,26.0,94.0,79.0,76.0,K\u00e1ri,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. \u00c1rnason,Alfre\u00f0,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Finnbogason,,Iceland,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Key pass,Through,Accurate,,,
