,ID,eventSec,matchPeriod,subEventName,startingX,startingY,finishingX,finishingY,playerFirstName,role_x,playerName,recipientFirstName,role_y,recipientName,clubName,countryName,dateutc,groupName,label,Tag_1_Description,Tag_2_Description,Tag_3_Description,Tag_4_Description,Tag_5_Description,Tag_6_Description
99619,82798.0,820.9374320000002,2H,Cross,94.0,78.0,90.0,54.0,F\u00e1gner,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F\u00e1gner,Jos\u00e9 Paulo,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Paulinho,,Brazil,2018-07-02 14:00:00,,"Brazil - Mexico, 2 - 0",Key pass,Right foot,Accurate,,,
25798,82897.0,1177.657521,2H,Smart pass,73.0,77.0,92.0,74.0,Jos\u00e9 Andr\u00e9s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Guardado,Hirving Rodrigo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Lozano,Real Betis Balompi\u00e9,Mexico,2018-07-02 14:00:00,,"Brazil - Mexico, 2 - 0",Accurate,,,,,
99651,82940.0,1356.7622380000003,2H,Simple pass,85.0,32.0,86.0,50.0,Willian,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Willian,Neymar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Neymar,Chelsea FC,Brazil,2018-07-02 14:00:00,,"Brazil - Mexico, 2 - 0",Key pass,Counter attack,Accurate,,,
26033,82964.0,1446.6990320000004,2H,Smart pass,65.0,80.0,96.0,82.0,Miguel Arturo,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Lay\u00fan,H\u00e9ctor Miguel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Herrera,Villarreal Club de F\u00fatbol,Mexico,2018-07-02 14:00:00,,"Brazil - Mexico, 2 - 0",Accurate,,,,,
60325,83032.0,1820.69603,2H,Smart pass,73.0,26.0,84.0,11.0,Ra\u00fal Alonso,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Jim\u00e9nez,,,,,Mexico,2018-07-02 14:00:00,,"Brazil - Mexico, 2 - 0",Not accurate,,,,,
26035,83299.0,2983.0395930000004,2H,Smart pass,74.0,85.0,90.0,80.0,Miguel Arturo,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Lay\u00fan,Hirving Rodrigo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Lozano,Villarreal Club de F\u00fatbol,Mexico,2018-07-02 14:00:00,,"Brazil - Mexico, 2 - 0",Accurate,,,,,
30837,83458.0,377.645542,1H,Smart pass,69.0,34.0,96.0,15.0,Gaku,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Shibasaki,Takashi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Inui,Getafe Club de F\u00fatbol,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Accurate,,,,,
88876,83502.0,487.945055,1H,Smart pass,76.0,58.0,85.0,58.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,,,,SSC Napoli,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Through,Accurate,,,,
74180,83747.0,1369.141472,1H,Smart pass,67.0,58.0,78.0,59.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,,,,Paris Saint-Germain FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Through,Not accurate,,,,
99653,83819.0,1565.968426,1H,Simple pass,87.0,65.0,83.0,52.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,SSC Napoli,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Counter attack,Accurate,,,
74184,83848.0,1622.535705,1H,Smart pass,77.0,75.0,91.0,54.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,,,,SSC Napoli,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Through,Not accurate,,,,
101655,83850.0,1646.950198,1H,Cross,70.0,13.0,98.0,58.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Vincent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",V. Kompany,Manchester City FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Right foot,High,Accurate,,
74179,83906.0,1812.109872,1H,Smart pass,67.0,81.0,85.0,55.0,Hiroki,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Sakai,,,,Olympique de Marseille,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Through,Not accurate,,,,
101594,83917.0,1831.1083239999998,1H,Cross,95.0,25.0,87.0,58.0,Yuto,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Nagatomo,Takashi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Inui,,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Left foot,High,Accurate,,
31430,84032.0,2133.982772,1H,Smart pass,62.0,72.0,87.0,35.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,SSC Napoli,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Accurate,,,,,
100265,84260.0,134.8999359999998,2H,Smart pass,45.0,57.0,73.0,63.0,Gaku,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Shibasaki,,,,Getafe Club de F\u00fatbol,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Assist,Counter attack,Through,Not accurate,,
88874,84273.0,225.1580570000001,2H,Smart pass,59.0,93.0,87.0,76.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Paris Saint-Germain FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Through,Accurate,,,,
89517,84274.0,227.45927200000006,2H,Simple pass,87.0,76.0,87.0,53.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,SSC Napoli,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Accurate,,,,
30852,84317.0,350.67536599999994,2H,Smart pass,40.0,26.0,70.0,7.0,Gaku,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Shibasaki,Yuto,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Nagatomo,Getafe Club de F\u00fatbol,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Accurate,,,,,
101654,84495.0,1003.6460029999998,2H,Cross,95.0,98.0,95.0,54.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Paris Saint-Germain FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Right foot,High,Accurate,,
30644,84528.0,1134.30271,2H,Smart pass,72.0,86.0,98.0,74.0,Shinji,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Kagawa,Hiroki,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Sakai,BV Borussia 09 Dortmund,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Accurate,,,,,
99623,84588.0,1379.6631719999996,2H,Cross,88.0,86.0,93.0,54.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Paris Saint-Germain FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Right foot,Accurate,,,
101615,84671.0,1702.897008,2H,Cross,91.0,17.0,92.0,50.0,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,Marouane,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Fellaini,Chelsea FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Assist,Left foot,High,Accurate,,
30601,84733.0,1910.7544790000002,2H,Smart pass,80.0,66.0,90.0,57.0,Shinji,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Kagawa,,,,BV Borussia 09 Dortmund,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Accurate,,,,,
101595,84759.0,1970.6615620000002,2H,Cross,95.0,17.0,91.0,59.0,Nacer,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Chadli,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,West Bromwich Albion FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Left foot,High,Accurate,,
74181,84784.0,2053.951841,2H,Smart pass,89.0,12.0,89.0,16.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,,,,Manchester City FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Through,Not accurate,,,,
95114,84788.0,2079.7275849999996,2H,Corner,100.0,0.0,90.0,66.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Vincent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",V. Kompany,Manchester City FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,High,Accurate,,,
88871,84846.0,2287.9316529999996,2H,Smart pass,87.0,30.0,91.0,33.0,Shinji,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Kagawa,Keisuke,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Honda,BV Borussia 09 Dortmund,Japan,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Through,Accurate,,,,
101653,84889.0,2401.2816869999997,2H,Cross,86.0,95.0,92.0,41.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,,,,Paris Saint-Germain FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Right foot,High,Accurate,,
101596,84894.0,2406.8403019999996,2H,Cross,97.0,29.0,93.0,55.0,Nacer,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Chadli,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,West Bromwich Albion FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Key pass,Left foot,High,Accurate,,
99663,85004.0,2923.441269,2H,Simple pass,82.0,83.0,90.0,54.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Paris Saint-Germain FC,Belgium,2018-07-02 18:00:00,,"Belgium - Japan, 3 - 2",Assist,Counter attack,Accurate,,,
99559,85129.0,439.32662500000004,1H,Smart pass,71.0,39.0,91.0,65.0,Ola,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Toivonen,Marcus,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Berg,Toulouse FC,Sweden,2018-07-03 14:00:00,,"Sweden - Switzerland, 1 - 0",Key pass,Through,Accurate,,,
61224,85249.0,910.885012,1H,Smart pass,60.0,25.0,70.0,43.0,Andreas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Granqvist,,,,,Sweden,2018-07-03 14:00:00,,"Sweden - Switzerland, 1 - 0",Not accurate,,,,,
